"sample","country","location","year","PC1","PC2","PC3","PC4","PC5"
"ID10-7","Belgium","KNO",1932,0.0133646866183871,0.010007990379407,-0.0165655103147801,-0.00157372783072449,0.00252709705111351
"ID12-1","Belgium","DUI",1936,-0.0196283544666789,0.0197728256626245,-0.00972840388851295,-0.0232101253663107,-0.00883609516177236
"ID12-2","Belgium","DUI",1936,-0.0186134015561689,-0.0162805099249776,0.000792897722895631,0.00789842773405843,0.00125099660610494
"ID12-3","Belgium","DUI",1936,-0.0105863446387778,0.00122766722853369,-0.00177450841839792,-0.00058712093699692,-0.0097371435530546
"ID12-4","Belgium","DUI",1936,0.0150255592050663,-0.00725814682113467,-0.019552386310408,0.0147621173814426,-0.00822180496375779
"ID12-5","Belgium","DUI",1936,-0.0130675693691263,0.000865142445428875,-0.00134287987053447,0.00170917364296519,0.00756809514645922
"ID12-6","Belgium","DUI",1936,-0.0044550074139784,0.00242881957688386,-0.000394278427648776,-0.00631526825099662,0.00286448653088405
"ID12-7","Belgium","DUI",1936,-0.0176971960861903,0.00275222954926748,0.00579620464125422,-0.0117775652109509,0.00647117794353843
"ID12-8","Belgium","DUI",1936,-0.00376094963385902,-0.00169499254756421,-0.0111717716676485,0.00762352696250149,0.0018149197324477
"ID12-9","Belgium","DUI",1936,0.0227372829712603,0.00903455950023982,-0.0031581693986894,-0.00416758681744007,-0.00627616551260987
"ID12-10","Belgium","DUI",1936,-0.0239389498658436,0.00521537058139974,0.00659004147510623,-0.00933777602657514,-0.0158327644413063
"ID14-1","Belgium","BLA",1937,0.00220167497159265,0.0195521981283521,0.0120366838349189,-0.0106157894228461,0.00332606125121293
"ID14-2","Belgium","BLA",1937,0.012342179344732,-0.0094850049517766,-0.00633936587387098,0.0125757705183102,-0.00837962064591121
"ID14-3","Belgium","BLA",1937,0.0223308858186637,0.010980727683916,-0.0111551282584411,-0.0152247826401443,0.00104324340138682
"ID14-4","Belgium","BLA",1937,0.0204242619371614,-0.0137131547728234,0.0148830938845101,0.00421578431049204,-0.0111278383724932
"ID14-5","Belgium","BLA",1937,0.0210803168608692,0.000594041268642786,-0.000920629082390361,-0.0126954799612491,0.00410096172758492
"ID14-6","Belgium","BLA",1937,0.02007223312811,-0.0221822511211433,-0.0120013748956094,-0.00371084430310584,-0.0084530785731888
"ID14-7","Belgium","BLA",1937,0.000703548746543259,-0.000420817535813078,-0.009164436376602,-0.009296820755122,-0.00696073728153723
"ID14-8","Belgium","BLA",1937,-0.000744891007558963,0.048490931842646,-0.0315710304105711,0.0132335603403749,-0.0190502005620396
"ID14-9","Belgium","BLA",1937,-0.0267305535146598,0.0045020819436154,0.00776761530715671,-0.0012245582445084,0.0028009631730338
"ID14-10","Belgium","BLA",1937,-0.0209717672328578,0.0218742887269857,0.0031947342280265,0.00167954194747614,-0.00709914387214518
"ID16-1","Belgium","ZEE",1938,-0.0378053556196333,-0.0279875146997727,-0.00697687387662031,-0.0196938266520511,-0.0212190906190396
"ID16-2","Belgium","ZEE",1938,-0.0221781294117034,0.0293115207054732,0.0103116237285446,0.0216354026431216,0.00673112723431921
"ID16-3","Belgium","ZEE",1938,-0.00732169038832927,-0.00671407896793664,0.0151732180777733,-0.00298483987998854,-0.00030787130627358
"ID16-4","Belgium","ZEE",1938,-0.0332442805941872,-0.0150910728995896,0.00725278602828918,0.0207670057478161,-0.00299223679822946
"ID16-5","Belgium","ZEE",1938,-0.077472055957148,-0.00875436446130073,-0.00553784618313231,-0.0158355509328916,0.00368339452153048
"ID16-6","Belgium","ZEE",1938,0.0220783992717337,-0.0230696819489729,0.00759476775984963,0.000307469201851556,0.00222642587800873
"ID16-7","Belgium","ZEE",1938,-0.0414370627897191,0.0212306398799711,-0.00224881141707329,0.00987180099688897,0.00698603778061439
"ID16-8","Belgium","ZEE",1938,-0.0430621523326638,-0.0103641972315545,-0.0185202182094839,0.0107168863752845,-0.00773467195132816
"ID16-9","Belgium","ZEE",1938,0.0250470995615662,0.0450426132020599,0.0108955029739772,-0.00972330804715807,0.00244453958422419
"ID16-10","Belgium","ZEE",1938,-0.00407699788430151,0.00756736029568782,0.0257413178673336,-0.00126150450681114,-0.000833791776978638
"ID18-1","Belgium","KNO",1945,0.0118863610017284,0.00808800338248471,0.0249157270142526,0.00241720562509121,0.00114841774113545
"ID18-2","Belgium","KNO",1945,0.0115364199980533,0.00448712471534108,0.00585604612173943,0.00126453675471633,-0.000713122552686604
"ID18-3","Belgium","KNO",1945,0.0220986676125482,0.000704548994401536,-0.00268070712466553,0.00785560972423609,0.00958598966138769
"ID18-4","Belgium","KNO",1945,-0.0062702837739186,-0.016289182041384,0.0170469518909889,-0.0102011572584267,0.0138690723400598
"ID18-5","Belgium","KNO",1945,0.0055198953819529,8.91375928912274e-05,-0.00649889180200601,-0.00938532540148312,0.00571817069497348
"ID18-6","Belgium","KNO",1945,0.0250053122425194,-0.0115521179407634,-0.00757281648496828,-0.00523394286492155,0.0037206383922899
"ID18-7","Belgium","KNO",1945,-0.021946494453778,0.00759124526399991,0.000212909578182979,-0.00257111507723519,0.0026147827742685
"ID18-8","Belgium","KNO",1945,0.0391923970780074,0.00296235273423371,0.0345727018195463,0.0179184788077989,0.00475818594252432
"ID18-9","Belgium","KNO",1945,0.00375519951498704,-0.00897311884155932,0.00481799143475806,0.00366435679986575,0.000418234795393881
"ID18-10","Belgium","KNO",1945,0.0119703980919717,-0.00769513689271694,-0.00303963074158069,-0.00113746950752603,0.00876494992386943
"ID19-1","Belgium","OST",1946,0.00263638687423589,0.0118450676348015,-0.00910355819381903,-0.00765738259818899,-0.0182213826457998
"ID19-2","Belgium","OST",1946,0.0659991289842866,-0.0105147087284087,-0.025362895355155,0.00395136646371635,-0.00935543620890889
"ID22-1","Belgium","ZEE",1946,0.0413443114471826,0.000273643298964388,0.00665123094958026,0.016308898224163,0.00315818311615238
"ID22-2","Belgium","ZEE",1946,0.0283463598039248,0.0116436063917536,-0.0205585882944085,0.00345908170888396,0.00461895166537591
"ID22-3","Belgium","ZEE",1946,0.00276307227190124,0.0247001990860568,-0.0207060769148637,0.0100040007134581,0.00161100848913094
"ID20-1","Belgium","OST",1946,0.0085282297917389,-0.0120356447569222,-0.00458992957419496,-3.10967741214215e-05,0.00171261818074134
"ID20-2","Belgium","OST",1946,0.0279723968028446,0.00209665603001711,0.00720900111352991,0.0118258101602501,-0.0106989793841381
"ID20-3","Belgium","OST",1946,0.0156400765916208,-0.0181672284498013,-0.0104436672590476,-0.00396666495105863,0.0250836991165986
"ID20-4","Belgium","OST",1946,0.0467929676392746,-0.0209635564963694,-0.00837602358877823,0.0049522815939701,0.00112286174627272
"ID20-5","Belgium","OST",1946,0.0317419330306398,0.0123934850312356,-0.0341567759526711,-0.00694766526103213,0.00805559644808258
"ID20-6","Belgium","OST",1946,0.0447597515129615,-0.00947040680797459,-0.0291343271325914,-0.00518224750877271,-0.00666853286777064
"ID20-7","Belgium","OST",1946,-0.0702063192215827,-0.00118276023468846,0.00604572228548541,-0.0190428318466751,0.00606719466922691
"ID20-8","Belgium","OST",1946,-0.0240202705488895,0.00637387905801265,0.000781039172514718,-0.0287046921551341,-0.00583189896459749
"ID20-9","Belgium","OST",1946,-0.00649299323702122,-0.00303205802274494,0.00268321195965797,0.0142762704232961,-0.0081517904391099
"ID24-1","Belgium","ZEE",1947,0.0198627899790634,-0.0136040343892054,-0.0041387820302293,0.00927050903189491,0.00207860156128229
"ID24-2","Belgium","ZEE",1947,0.0147335032274363,-0.00179064606361861,-0.0209686699428995,-0.000967476763203564,-0.0208920792295887
"ID24-3","Belgium","ZEE",1947,0.0422463090863555,0.0264357462844752,0.0306885164439859,-0.00528099132041654,0.00455545581629884
"ID24-4","Belgium","ZEE",1947,-0.0263308837430383,0.0390971222370259,0.015169271308688,-0.00598492345335328,0.00579220794463829
"ID24-5","Belgium","ZEE",1947,0.00338136861082775,0.01297885530105,0.0106261990153966,-0.00315581190283896,0.0069263599323316
"ID24-6","Belgium","ZEE",1947,0.00031855858203634,-0.00384459934981145,-0.00812942271431903,0.0098085855323094,-0.00592000859586781
"ID24-7","Belgium","ZEE",1947,0.00879880303279452,-0.0135875262186739,-0.011898468236069,0.0102735770181132,0.00506122566845398
"ID24-8","Belgium","ZEE",1947,0.0399562328478221,-0.00278772230268293,-0.00655203171264017,-0.00106675704962092,-0.000364912105722352
"ID24-9","Belgium","ZEE",1947,0.05460107814358,-0.0066755032428919,-0.00727883150312752,-0.00493728201741936,-0.00157527474193968
"ID24-10","Belgium","ZEE",1947,0.0507543982632797,0.033550433398281,0.0302449217612014,-0.00460371324131144,0.0126511215003
"ID25-1","Belgium","ZEE",1948,0.00484900366789882,0.00467784865813696,0.0168339595524596,0.000835346453739224,-0.0190884775640144
"ID25-2","Belgium","ZEE",1948,-0.0211294053427244,-0.00872493595206656,-0.00497863827247065,-0.00119323945180483,-0.00902959866820532
"ID25-3","Belgium","ZEE",1948,0.0276823096844506,-0.00820709678754579,-0.0107235749811999,0.00120869713865462,-0.00668831351133166
"ID26-1","Belgium","ZEE",1949,-0.0516176003193586,-0.0283801056764249,-0.00722187381050958,0.00783743560438957,0.00447299723327522
"ID26-2","Belgium","ZEE",1949,-0.0216968608320504,-0.0203420435289955,0.00565707373914818,0.00332679431425437,0.00906359618155387
"ID26-3","Belgium","ZEE",1949,-0.0275549025472355,-0.0191317262073623,-0.0184105657720209,0.0105804984148321,0.0147885953716119
"ID26-4","Belgium","ZEE",1949,0.0127126645149609,-0.0290431557109029,0.000677149077326627,0.00186867653127381,0.0149363822933753
"ID26-5","Belgium","ZEE",1949,-0.0375442198205244,0.0424171338991515,-0.00904338013890157,0.0131282624590259,0.00990323590500728
"ID26-6","Belgium","ZEE",1949,-0.0841689176641265,-0.00331935350149814,-0.0295896983795029,-0.0013441781005277,0.00544206359033544
"ID26-7","Belgium","ZEE",1949,-0.045658077655137,0.0248517496485178,0.0376954235857922,0.0215496478205655,-0.00187599206963275
"ID26-8","Belgium","ZEE",1949,-0.00886348578242094,0.00584359122322737,-0.0132402932333525,-0.00977500186742237,0.0110441601345158
"ID26-9","Belgium","ZEE",1949,-0.0363040361306172,-0.0208099759648487,0.0082282657615219,-0.00329657685485903,0.0282599309851027
"ID27-1","Belgium","ZEE",1967,-0.0431411019554145,0.0011006142053765,0.0342968026212902,0.00216845914859521,-0.0226602950411764
"ID27-2","Belgium","ZEE",1967,0.0158052214724042,-0.0123065030435636,-0.00121530449253034,-0.00451246752040594,0.000803574969911269
"ID27-3","Belgium","ZEE",1967,-0.0638848834790872,-0.0159304013893299,0.0163979660914016,-0.00712604106360389,-0.00142053752316336
"ID27-4","Belgium","ZEE",1967,0.0121433807041372,-0.0152057412483217,-0.0114659628621563,0.00286827591542367,-0.00307822254877001
"ID31-1","Belgium","ZEE",1977,-0.0242948737317115,-0.0092947746712367,-0.00832180692153192,0.0239613889640085,0.00766681005602464
"ID31-2","Belgium","ZEE",1977,0.00241287429783462,-0.0391965330700823,0.000321566980045048,0.00801463120395552,0.00351532352313156
"ID31-3","Belgium","ZEE",1977,0.0162578413967628,-0.0191105925932093,0.0134350214123846,0.000663412698217592,0.0149446338021737
"ID31-4","Belgium","ZEE",1977,0.0095275728694675,0.0321417993565993,-0.0268607842901886,0.00945716025858976,0.00378629613946012
"ID31-5","Belgium","ZEE",1977,-0.0417872085776827,0.00108326169615916,0.00556371980384961,-0.0104359714740497,-0.00567841791385486
"ID31-6","Belgium","ZEE",1977,-0.0366389750311159,-0.0117279168898716,-0.0118142515467541,-0.00400314584305195,0.00513794351868059
"ID31-7","Belgium","ZEE",1977,-0.0125440360163199,0.051455101514608,0.00994954657202387,0.0092968930752589,-0.00367177171109097
"ID31-8","Belgium","ZEE",1977,-0.00217415303074442,0.0211375671905592,0.0109864556366714,-0.0180737161533111,-0.00254249425416801
"ID31-9","Belgium","ZEE",1977,-0.0181199548167237,-0.00915656847454298,-0.0213801527705247,-0.0127433877830338,-0.0104278717724042
"ID31-10","Belgium","ZEE",1977,0.0311153571094885,0.00544131805718701,0.0147206986005053,-0.0062606975079479,-0.00496086473452557
"ID32-1","Belgium","ZEE",1978,0.0122238648212608,0.00513892673998776,-0.0137942297654618,-0.00620616713767089,-0.00561635419873219
"ID32-2","Belgium","ZEE",1978,-0.0189333850192653,-0.0244688931893037,-0.00557310673256951,-0.0173146197074309,0.00102420925472238
"ID32-3","Belgium","ZEE",1978,0.00974162223348699,-0.0164261678911001,0.0291382652150196,0.00218299141727726,0.0097516681828662
"ID32-4","Belgium","ZEE",1978,0.019475302381769,0.0196377091889362,-0.00608384949716518,0.0251472663893708,0.00805492740485814
"ID33-1","Belgium","ZEE",2019,0.0132562557804822,-0.00416545975800307,0.0278367315688098,-0.00524124383422376,-0.0135912916950438
"ID33-2","Belgium","ZEE",2019,0.00212070757034949,-0.019066436581438,-0.00655721170570114,-0.0217733919812006,-0.00279695461109571
"ID33-3","Belgium","ZEE",2019,-0.0169344883632889,-0.014528575280985,-0.0164502987326084,0.0118349930826627,-0.00355741831101026
"ID33-4","Belgium","ZEE",2019,-0.00062807696329281,-0.0253425087442205,0.0354265096061625,-0.0119166445404665,0.00191133891223254
"ID33-5","Belgium","ZEE",2019,0.0436933579244606,0.00195355637345137,0.0184116409478936,-0.0241514782415435,-0.00674812123109224
"ID33-6","Belgium","ZEE",2019,-0.0148123065130304,-0.0242223974979053,0.00516208854905961,0.00444279606134473,0.00726270529456549
"ID33-7","Belgium","ZEE",2019,0.0217976292378059,-0.0398323569287369,0.00964499772624935,0.0172696719613908,-0.0187682353189011
"ID33-8","Belgium","ZEE",2019,0.0444110338188104,-0.0321570961683484,0.00146005278574907,-0.00251230140046001,-0.0170287945329224
"ID33-9","Belgium","ZEE",2019,-0.00550091781576502,0.0259770709862253,0.0194705926763179,-0.0097299665937319,-0.00239744910667816
